player_id,tool,grade,source,source_id,source_url
2025-063-ben-kevan,skating,6.5,eliteprospects_pdf,2025-ep-pdf-page-522,Draft25.pdf#page=522
2025-063-ben-kevan,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-522,Draft25.pdf#page=522
2025-063-ben-kevan,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-522,Draft25.pdf#page=522
2025-063-ben-kevan,handling,6.0,eliteprospects_pdf,2025-ep-pdf-page-522,Draft25.pdf#page=522
2025-063-ben-kevan,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-522,Draft25.pdf#page=522
2025-063-ben-kevan,physical,4.5,eliteprospects_pdf,2025-ep-pdf-page-522,Draft25.pdf#page=522
2025-034-alexander-zharovsky,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-533,Draft25.pdf#page=533
2025-034-alexander-zharovsky,shooting,6.0,eliteprospects_pdf,2025-ep-pdf-page-533,Draft25.pdf#page=533
2025-034-alexander-zharovsky,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-533,Draft25.pdf#page=533
2025-034-alexander-zharovsky,handling,7.0,eliteprospects_pdf,2025-ep-pdf-page-533,Draft25.pdf#page=533
2025-034-alexander-zharovsky,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-533,Draft25.pdf#page=533
2025-034-alexander-zharovsky,physical,5.0,eliteprospects_pdf,2025-ep-pdf-page-533,Draft25.pdf#page=533
2025-069-hayden-paupanekis,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-544,Draft25.pdf#page=544
2025-069-hayden-paupanekis,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-544,Draft25.pdf#page=544
2025-069-hayden-paupanekis,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-544,Draft25.pdf#page=544
2025-069-hayden-paupanekis,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-544,Draft25.pdf#page=544
2025-069-hayden-paupanekis,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-544,Draft25.pdf#page=544
2025-069-hayden-paupanekis,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-544,Draft25.pdf#page=544
2025-057-matthew-gard,skating,5.5,eliteprospects_pdf,2025-ep-pdf-page-550,Draft25.pdf#page=550
2025-057-matthew-gard,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-550,Draft25.pdf#page=550
2025-057-matthew-gard,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-550,Draft25.pdf#page=550
2025-057-matthew-gard,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-550,Draft25.pdf#page=550
2025-057-matthew-gard,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-550,Draft25.pdf#page=550
2025-057-matthew-gard,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-550,Draft25.pdf#page=550
2025-037-milton-gastrin,skating,5.5,eliteprospects_pdf,2025-ep-pdf-page-556,Draft25.pdf#page=556
2025-037-milton-gastrin,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-556,Draft25.pdf#page=556
2025-037-milton-gastrin,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-556,Draft25.pdf#page=556
2025-037-milton-gastrin,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-556,Draft25.pdf#page=556
2025-037-milton-gastrin,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-556,Draft25.pdf#page=556
2025-037-milton-gastrin,physical,5.5,eliteprospects_pdf,2025-ep-pdf-page-556,Draft25.pdf#page=556
2025-029-mason-west,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-568,Draft25.pdf#page=568
2025-029-mason-west,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-568,Draft25.pdf#page=568
2025-029-mason-west,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-568,Draft25.pdf#page=568
2025-029-mason-west,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-568,Draft25.pdf#page=568
2025-029-mason-west,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-568,Draft25.pdf#page=568
2025-029-mason-west,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-568,Draft25.pdf#page=568
2025-071-david-bedkowski,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-576,Draft25.pdf#page=576
2025-071-david-bedkowski,shooting,4.5,eliteprospects_pdf,2025-ep-pdf-page-576,Draft25.pdf#page=576
2025-071-david-bedkowski,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-576,Draft25.pdf#page=576
2025-071-david-bedkowski,handling,4.0,eliteprospects_pdf,2025-ep-pdf-page-576,Draft25.pdf#page=576
2025-071-david-bedkowski,sense,4.5,eliteprospects_pdf,2025-ep-pdf-page-576,Draft25.pdf#page=576
2025-071-david-bedkowski,physical,8.0,eliteprospects_pdf,2025-ep-pdf-page-576,Draft25.pdf#page=576
2025-012-jack-nesbitt,skating,4.0,eliteprospects_pdf,2025-ep-pdf-page-582,Draft25.pdf#page=582
2025-012-jack-nesbitt,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-582,Draft25.pdf#page=582
2025-012-jack-nesbitt,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-582,Draft25.pdf#page=582
2025-012-jack-nesbitt,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-582,Draft25.pdf#page=582
2025-012-jack-nesbitt,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-582,Draft25.pdf#page=582
2025-012-jack-nesbitt,physical,7.0,eliteprospects_pdf,2025-ep-pdf-page-582,Draft25.pdf#page=582
2025-033-haoxi-wang,skating,7.0,eliteprospects_pdf,2025-ep-pdf-page-589,Draft25.pdf#page=589
2025-033-haoxi-wang,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-589,Draft25.pdf#page=589
2025-033-haoxi-wang,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-589,Draft25.pdf#page=589
2025-033-haoxi-wang,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-589,Draft25.pdf#page=589
2025-033-haoxi-wang,sense,4.0,eliteprospects_pdf,2025-ep-pdf-page-589,Draft25.pdf#page=589
2025-033-haoxi-wang,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-589,Draft25.pdf#page=589
2025-056-ethan-czata,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-597,Draft25.pdf#page=597
2025-056-ethan-czata,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-597,Draft25.pdf#page=597
2025-056-ethan-czata,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-597,Draft25.pdf#page=597
2025-056-ethan-czata,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-597,Draft25.pdf#page=597
2025-056-ethan-czata,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-597,Draft25.pdf#page=597
2025-056-ethan-czata,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-597,Draft25.pdf#page=597
2025-053-cole-mckinney,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-603,Draft25.pdf#page=603
2025-053-cole-mckinney,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-603,Draft25.pdf#page=603
2025-053-cole-mckinney,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-603,Draft25.pdf#page=603
2025-053-cole-mckinney,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-603,Draft25.pdf#page=603
2025-053-cole-mckinney,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-603,Draft25.pdf#page=603
2025-053-cole-mckinney,physical,5.5,eliteprospects_pdf,2025-ep-pdf-page-603,Draft25.pdf#page=603
2025-062-ivan-ryabkin,skating,4.0,eliteprospects_pdf,2025-ep-pdf-page-612,Draft25.pdf#page=612
2025-062-ivan-ryabkin,shooting,6.0,eliteprospects_pdf,2025-ep-pdf-page-612,Draft25.pdf#page=612
2025-062-ivan-ryabkin,passing,6.0,eliteprospects_pdf,2025-ep-pdf-page-612,Draft25.pdf#page=612
2025-062-ivan-ryabkin,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-612,Draft25.pdf#page=612
2025-062-ivan-ryabkin,sense,4.0,eliteprospects_pdf,2025-ep-pdf-page-612,Draft25.pdf#page=612
2025-062-ivan-ryabkin,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-612,Draft25.pdf#page=612
2025-055-jakob-ihs-wozniak,skating,4.0,eliteprospects_pdf,2025-ep-pdf-page-632,Draft25.pdf#page=632
2025-055-jakob-ihs-wozniak,shooting,6.0,eliteprospects_pdf,2025-ep-pdf-page-632,Draft25.pdf#page=632
2025-055-jakob-ihs-wozniak,passing,6.0,eliteprospects_pdf,2025-ep-pdf-page-632,Draft25.pdf#page=632
2025-055-jakob-ihs-wozniak,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-632,Draft25.pdf#page=632
2025-055-jakob-ihs-wozniak,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-632,Draft25.pdf#page=632
2025-055-jakob-ihs-wozniak,physical,5.0,eliteprospects_pdf,2025-ep-pdf-page-632,Draft25.pdf#page=632
2025-073-charlie-trethewey,skating,6.5,eliteprospects_pdf,2025-ep-pdf-page-649,Draft25.pdf#page=649
2025-073-charlie-trethewey,shooting,6.0,eliteprospects_pdf,2025-ep-pdf-page-649,Draft25.pdf#page=649
2025-073-charlie-trethewey,passing,4.0,eliteprospects_pdf,2025-ep-pdf-page-649,Draft25.pdf#page=649
2025-073-charlie-trethewey,handling,4.0,eliteprospects_pdf,2025-ep-pdf-page-649,Draft25.pdf#page=649
2025-073-charlie-trethewey,sense,4.5,eliteprospects_pdf,2025-ep-pdf-page-649,Draft25.pdf#page=649
2025-073-charlie-trethewey,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-649,Draft25.pdf#page=649
2025-042-daniil-prokhorov,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-667,Draft25.pdf#page=667
2025-042-daniil-prokhorov,shooting,6.0,eliteprospects_pdf,2025-ep-pdf-page-667,Draft25.pdf#page=667
2025-042-daniil-prokhorov,passing,4.0,eliteprospects_pdf,2025-ep-pdf-page-667,Draft25.pdf#page=667
2025-042-daniil-prokhorov,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-667,Draft25.pdf#page=667
2025-042-daniil-prokhorov,sense,4.0,eliteprospects_pdf,2025-ep-pdf-page-667,Draft25.pdf#page=667
2025-042-daniil-prokhorov,physical,8.0,eliteprospects_pdf,2025-ep-pdf-page-667,Draft25.pdf#page=667
2025-024-will-horcoff,skating,4.0,eliteprospects_pdf,2025-ep-pdf-page-676,Draft25.pdf#page=676
2025-024-will-horcoff,shooting,4.5,eliteprospects_pdf,2025-ep-pdf-page-676,Draft25.pdf#page=676
2025-024-will-horcoff,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-676,Draft25.pdf#page=676
2025-024-will-horcoff,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-676,Draft25.pdf#page=676
2025-024-will-horcoff,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-676,Draft25.pdf#page=676
2025-024-will-horcoff,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-676,Draft25.pdf#page=676
2025-054-theo-stockselius,skating,4.0,eliteprospects_pdf,2025-ep-pdf-page-683,Draft25.pdf#page=683
2025-054-theo-stockselius,shooting,5.5,eliteprospects_pdf,2025-ep-pdf-page-683,Draft25.pdf#page=683
2025-054-theo-stockselius,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-683,Draft25.pdf#page=683
2025-054-theo-stockselius,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-683,Draft25.pdf#page=683
2025-054-theo-stockselius,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-683,Draft25.pdf#page=683
2025-054-theo-stockselius,physical,5.5,eliteprospects_pdf,2025-ep-pdf-page-683,Draft25.pdf#page=683
2025-039-peyton-kettles,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-691,Draft25.pdf#page=691
2025-039-peyton-kettles,shooting,4.0,eliteprospects_pdf,2025-ep-pdf-page-691,Draft25.pdf#page=691
2025-039-peyton-kettles,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-691,Draft25.pdf#page=691
2025-039-peyton-kettles,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-691,Draft25.pdf#page=691
2025-039-peyton-kettles,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-691,Draft25.pdf#page=691
2025-039-peyton-kettles,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-691,Draft25.pdf#page=691
2025-045-eric-nilson,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-697,Draft25.pdf#page=697
2025-045-eric-nilson,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-697,Draft25.pdf#page=697
2025-045-eric-nilson,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-697,Draft25.pdf#page=697
2025-045-eric-nilson,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-697,Draft25.pdf#page=697
2025-045-eric-nilson,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-697,Draft25.pdf#page=697
2025-045-eric-nilson,physical,5.5,eliteprospects_pdf,2025-ep-pdf-page-697,Draft25.pdf#page=697
2025-086-tyler-hopkins,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-708,Draft25.pdf#page=708
2025-086-tyler-hopkins,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-708,Draft25.pdf#page=708
2025-086-tyler-hopkins,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-708,Draft25.pdf#page=708
2025-086-tyler-hopkins,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-708,Draft25.pdf#page=708
2025-086-tyler-hopkins,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-708,Draft25.pdf#page=708
2025-086-tyler-hopkins,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-708,Draft25.pdf#page=708
2025-038-carter-amico,skating,5.5,eliteprospects_pdf,2025-ep-pdf-page-713,Draft25.pdf#page=713
2025-038-carter-amico,shooting,4.0,eliteprospects_pdf,2025-ep-pdf-page-713,Draft25.pdf#page=713
2025-038-carter-amico,passing,4.5,eliteprospects_pdf,2025-ep-pdf-page-713,Draft25.pdf#page=713
2025-038-carter-amico,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-713,Draft25.pdf#page=713
2025-038-carter-amico,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-713,Draft25.pdf#page=713
2025-038-carter-amico,physical,7.0,eliteprospects_pdf,2025-ep-pdf-page-713,Draft25.pdf#page=713
2025-044-eddie-genborg,skating,5.5,eliteprospects_pdf,2025-ep-pdf-page-720,Draft25.pdf#page=720
2025-044-eddie-genborg,shooting,5.5,eliteprospects_pdf,2025-ep-pdf-page-720,Draft25.pdf#page=720
2025-044-eddie-genborg,passing,4.5,eliteprospects_pdf,2025-ep-pdf-page-720,Draft25.pdf#page=720
2025-044-eddie-genborg,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-720,Draft25.pdf#page=720
2025-044-eddie-genborg,sense,4.5,eliteprospects_pdf,2025-ep-pdf-page-720,Draft25.pdf#page=720
2025-044-eddie-genborg,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-720,Draft25.pdf#page=720
2025-076-malte-vass,skating,5.5,eliteprospects_pdf,2025-ep-pdf-page-728,Draft25.pdf#page=728
2025-076-malte-vass,shooting,4.5,eliteprospects_pdf,2025-ep-pdf-page-728,Draft25.pdf#page=728
2025-076-malte-vass,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-728,Draft25.pdf#page=728
2025-076-malte-vass,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-728,Draft25.pdf#page=728
2025-076-malte-vass,sense,4.5,eliteprospects_pdf,2025-ep-pdf-page-728,Draft25.pdf#page=728
2025-076-malte-vass,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-728,Draft25.pdf#page=728
2025-047-alexei-medvedev,skating,6.0,eliteprospects_pdf_vision,2025-ep-pdf-page-742,Draft25.pdf#page=742
2025-047-alexei-medvedev,transitions,5.5,eliteprospects_pdf_vision,2025-ep-pdf-page-742,Draft25.pdf#page=742
2025-047-alexei-medvedev,hands,5.5,eliteprospects_pdf_vision,2025-ep-pdf-page-742,Draft25.pdf#page=742
2025-047-alexei-medvedev,tracking,5.0,eliteprospects_pdf_vision,2025-ep-pdf-page-742,Draft25.pdf#page=742
2025-047-alexei-medvedev,post,5.5,eliteprospects_pdf_vision,2025-ep-pdf-page-742,Draft25.pdf#page=742
2025-047-alexei-medvedev,depth,5.5,eliteprospects_pdf_vision,2025-ep-pdf-page-742,Draft25.pdf#page=742
2025-070-sean-barnhill,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-745,Draft25.pdf#page=745
2025-070-sean-barnhill,shooting,4.5,eliteprospects_pdf,2025-ep-pdf-page-745,Draft25.pdf#page=745
2025-070-sean-barnhill,passing,4.5,eliteprospects_pdf,2025-ep-pdf-page-745,Draft25.pdf#page=745
2025-070-sean-barnhill,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-745,Draft25.pdf#page=745
2025-070-sean-barnhill,sense,4.5,eliteprospects_pdf,2025-ep-pdf-page-745,Draft25.pdf#page=745
2025-070-sean-barnhill,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-745,Draft25.pdf#page=745
2025-126-brandon-gorzynski,skating,5.5,eliteprospects_pdf,2025-ep-pdf-page-750,Draft25.pdf#page=750
2025-126-brandon-gorzynski,shooting,4.5,eliteprospects_pdf,2025-ep-pdf-page-750,Draft25.pdf#page=750
2025-126-brandon-gorzynski,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-750,Draft25.pdf#page=750
2025-126-brandon-gorzynski,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-750,Draft25.pdf#page=750
2025-126-brandon-gorzynski,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-750,Draft25.pdf#page=750
2025-126-brandon-gorzynski,physical,5.5,eliteprospects_pdf,2025-ep-pdf-page-750,Draft25.pdf#page=750
2025-080-mace-o-phillips,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-754,Draft25.pdf#page=754
2025-080-mace-o-phillips,shooting,3.5,eliteprospects_pdf,2025-ep-pdf-page-754,Draft25.pdf#page=754
2025-080-mace-o-phillips,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-754,Draft25.pdf#page=754
2025-080-mace-o-phillips,handling,4.0,eliteprospects_pdf,2025-ep-pdf-page-754,Draft25.pdf#page=754
2025-080-mace-o-phillips,sense,4.5,eliteprospects_pdf,2025-ep-pdf-page-754,Draft25.pdf#page=754
2025-080-mace-o-phillips,physical,7.5,eliteprospects_pdf,2025-ep-pdf-page-754,Draft25.pdf#page=754
2025-151-everett-baldwin,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-761,Draft25.pdf#page=761
2025-151-everett-baldwin,shooting,4.0,eliteprospects_pdf,2025-ep-pdf-page-761,Draft25.pdf#page=761
2025-151-everett-baldwin,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-761,Draft25.pdf#page=761
2025-151-everett-baldwin,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-761,Draft25.pdf#page=761
2025-151-everett-baldwin,sense,4.5,eliteprospects_pdf,2025-ep-pdf-page-761,Draft25.pdf#page=761
2025-151-everett-baldwin,physical,5.0,eliteprospects_pdf,2025-ep-pdf-page-761,Draft25.pdf#page=761
2025-079-cooper-simpson,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-765,Draft25.pdf#page=765
2025-079-cooper-simpson,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-765,Draft25.pdf#page=765
2025-079-cooper-simpson,passing,4.5,eliteprospects_pdf,2025-ep-pdf-page-765,Draft25.pdf#page=765
2025-079-cooper-simpson,handling,6.0,eliteprospects_pdf,2025-ep-pdf-page-765,Draft25.pdf#page=765
2025-079-cooper-simpson,sense,4.5,eliteprospects_pdf,2025-ep-pdf-page-765,Draft25.pdf#page=765
2025-079-cooper-simpson,physical,4.5,eliteprospects_pdf,2025-ep-pdf-page-765,Draft25.pdf#page=765
2025-188-edison-engle,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-770,Draft25.pdf#page=770
2025-188-edison-engle,shooting,4.5,eliteprospects_pdf,2025-ep-pdf-page-770,Draft25.pdf#page=770
2025-188-edison-engle,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-770,Draft25.pdf#page=770
2025-188-edison-engle,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-770,Draft25.pdf#page=770
2025-188-edison-engle,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-770,Draft25.pdf#page=770
2025-188-edison-engle,physical,5.0,eliteprospects_pdf,2025-ep-pdf-page-770,Draft25.pdf#page=770
2025-113-l-j-mooney,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-776,Draft25.pdf#page=776
2025-113-l-j-mooney,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-776,Draft25.pdf#page=776
2025-113-l-j-mooney,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-776,Draft25.pdf#page=776
2025-113-l-j-mooney,handling,6.0,eliteprospects_pdf,2025-ep-pdf-page-776,Draft25.pdf#page=776
2025-113-l-j-mooney,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-776,Draft25.pdf#page=776
2025-113-l-j-mooney,physical,4.0,eliteprospects_pdf,2025-ep-pdf-page-776,Draft25.pdf#page=776
2025-041-semyon-frolov,skating,6.0,eliteprospects_pdf_vision,2025-ep-pdf-page-789,Draft25.pdf#page=789
2025-041-semyon-frolov,transitions,4.0,eliteprospects_pdf_vision,2025-ep-pdf-page-789,Draft25.pdf#page=789
2025-041-semyon-frolov,hands,5.0,eliteprospects_pdf_vision,2025-ep-pdf-page-789,Draft25.pdf#page=789
2025-041-semyon-frolov,tracking,5.0,eliteprospects_pdf_vision,2025-ep-pdf-page-789,Draft25.pdf#page=789
2025-041-semyon-frolov,post,4.5,eliteprospects_pdf_vision,2025-ep-pdf-page-789,Draft25.pdf#page=789
2025-041-semyon-frolov,depth,5.0,eliteprospects_pdf_vision,2025-ep-pdf-page-789,Draft25.pdf#page=789
2025-221-filip-ekberg,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-791,Draft25.pdf#page=791
2025-221-filip-ekberg,shooting,5.5,eliteprospects_pdf,2025-ep-pdf-page-791,Draft25.pdf#page=791
2025-221-filip-ekberg,passing,5.5,eliteprospects_pdf,2025-ep-pdf-page-791,Draft25.pdf#page=791
2025-221-filip-ekberg,handling,5.0,eliteprospects_pdf,2025-ep-pdf-page-791,Draft25.pdf#page=791
2025-221-filip-ekberg,sense,6.0,eliteprospects_pdf,2025-ep-pdf-page-791,Draft25.pdf#page=791
2025-221-filip-ekberg,physical,4.5,eliteprospects_pdf,2025-ep-pdf-page-791,Draft25.pdf#page=791
2025-117-david-lewandowski,skating,4.0,eliteprospects_pdf,2025-ep-pdf-page-799,Draft25.pdf#page=799
2025-117-david-lewandowski,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-799,Draft25.pdf#page=799
2025-117-david-lewandowski,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-799,Draft25.pdf#page=799
2025-117-david-lewandowski,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-799,Draft25.pdf#page=799
2025-117-david-lewandowski,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-799,Draft25.pdf#page=799
2025-117-david-lewandowski,physical,6.0,eliteprospects_pdf,2025-ep-pdf-page-799,Draft25.pdf#page=799
2025-020-pyotr-andreyanov,skating,5.5,eliteprospects_pdf_vision,2025-ep-pdf-page-811,Draft25.pdf#page=811
2025-020-pyotr-andreyanov,transitions,5.0,eliteprospects_pdf_vision,2025-ep-pdf-page-811,Draft25.pdf#page=811
2025-020-pyotr-andreyanov,hands,5.5,eliteprospects_pdf_vision,2025-ep-pdf-page-811,Draft25.pdf#page=811
2025-020-pyotr-andreyanov,tracking,5.0,eliteprospects_pdf_vision,2025-ep-pdf-page-811,Draft25.pdf#page=811
2025-020-pyotr-andreyanov,post,4.5,eliteprospects_pdf_vision,2025-ep-pdf-page-811,Draft25.pdf#page=811
2025-020-pyotr-andreyanov,depth,5.0,eliteprospects_pdf_vision,2025-ep-pdf-page-811,Draft25.pdf#page=811
2025-156-viktor-klingsell,skating,4.5,eliteprospects_pdf,2025-ep-pdf-page-813,Draft25.pdf#page=813
2025-156-viktor-klingsell,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-813,Draft25.pdf#page=813
2025-156-viktor-klingsell,passing,6.5,eliteprospects_pdf,2025-ep-pdf-page-813,Draft25.pdf#page=813
2025-156-viktor-klingsell,handling,5.5,eliteprospects_pdf,2025-ep-pdf-page-813,Draft25.pdf#page=813
2025-156-viktor-klingsell,sense,6.0,eliteprospects_pdf,2025-ep-pdf-page-813,Draft25.pdf#page=813
2025-156-viktor-klingsell,physical,3.5,eliteprospects_pdf,2025-ep-pdf-page-813,Draft25.pdf#page=813
2025-160-owen-griffin,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-824,Draft25.pdf#page=824
2025-160-owen-griffin,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-824,Draft25.pdf#page=824
2025-160-owen-griffin,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-824,Draft25.pdf#page=824
2025-160-owen-griffin,handling,4.5,eliteprospects_pdf,2025-ep-pdf-page-824,Draft25.pdf#page=824
2025-160-owen-griffin,sense,5.5,eliteprospects_pdf,2025-ep-pdf-page-824,Draft25.pdf#page=824
2025-160-owen-griffin,physical,5.0,eliteprospects_pdf,2025-ep-pdf-page-824,Draft25.pdf#page=824
2025-091-brady-peddle,skating,5.0,eliteprospects_pdf,2025-ep-pdf-page-829,Draft25.pdf#page=829
2025-091-brady-peddle,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-829,Draft25.pdf#page=829
2025-091-brady-peddle,passing,4.5,eliteprospects_pdf,2025-ep-pdf-page-829,Draft25.pdf#page=829
2025-091-brady-peddle,handling,4.0,eliteprospects_pdf,2025-ep-pdf-page-829,Draft25.pdf#page=829
2025-091-brady-peddle,sense,4.5,eliteprospects_pdf,2025-ep-pdf-page-829,Draft25.pdf#page=829
2025-091-brady-peddle,physical,6.5,eliteprospects_pdf,2025-ep-pdf-page-829,Draft25.pdf#page=829
2025-183-viggo-nordlund,skating,6.0,eliteprospects_pdf,2025-ep-pdf-page-833,Draft25.pdf#page=833
2025-183-viggo-nordlund,shooting,5.0,eliteprospects_pdf,2025-ep-pdf-page-833,Draft25.pdf#page=833
2025-183-viggo-nordlund,passing,6.0,eliteprospects_pdf,2025-ep-pdf-page-833,Draft25.pdf#page=833
2025-183-viggo-nordlund,handling,6.0,eliteprospects_pdf,2025-ep-pdf-page-833,Draft25.pdf#page=833
2025-183-viggo-nordlund,sense,5.0,eliteprospects_pdf,2025-ep-pdf-page-833,Draft25.pdf#page=833
2025-183-viggo-nordlund,physical,3.0,eliteprospects_pdf,2025-ep-pdf-page-833,Draft25.pdf#page=833
2025-121-lirim-amidovski,skating,5.5,eliteprospects_pdf,2025-ep-pdf-page-845,Draft25.pdf#page=845
2025-121-lirim-amidovski,shooting,4.5,eliteprospects_pdf,2025-ep-pdf-page-845,Draft25.pdf#page=845
2025-121-lirim-amidovski,passing,5.0,eliteprospects_pdf,2025-ep-pdf-page-845,Draft25.pdf#page=845
2025-121-lirim-amidovski,handling,4.0,eliteprospects_pdf,2025-ep-pdf-page-845,Draft25.pdf#page=845
