player_id,name,matched,disposition,source_availability,competition_context,source_name,source_id,source_url,team,games,goals,assists,points,regular_season
2026-204-william-tomko,William Tomko,true,matched,available,ushl_club,William Tomko,10387,https://ushl.com/ht/#/player/10387/82/William%20Tomko,CHI,2,0,0,0,true
2026-204-william-tomko,William Tomko,true,matched,available,ushl_club,William Tomko,10387,https://ushl.com/ht/#/player/10387/85/William%20Tomko,CHI,62,10,13,23,true
2026-204-william-tomko,William Tomko,true,matched,available,ushl_club,William Tomko,10387,https://ushl.com/ht/#/player/10387/90/William%20Tomko,SC,6,2,4,6,false
2026-204-william-tomko,William Tomko,true,matched,available,ushl_club,William Tomko,10387,https://ushl.com/ht/#/player/10387/88/William%20Tomko,SC,59,24,36,60,true
2026-205-robert-cowan,Robert Cowan,false,not_eligible,available,,,,,,,,,,
2026-206-filip-novak,Filip Novak,false,not_eligible,available,,,,,,,,,,
2026-207-noel-pakarinen,Noel Pakarinen,false,not_eligible,available,,,,,,,,,,
2026-208-logan-stuart,Logan Stuart,true,matched,available,usntdp,Logan Stuart,10611,https://ushl.com/ht/#/player/10611/85/Logan%20Stuart,NTDP,33,4,10,14,true
2026-208-logan-stuart,Logan Stuart,true,matched,available,usntdp,Logan Stuart,10611,https://ushl.com/ht/#/player/10611/88/Logan%20Stuart,NTDP,23,3,12,15,true
2026-209-tobias-krestan,Tobias Krestan,false,not_eligible,available,,,,,,,,,,
2026-210-james-rieber,James Rieber,false,unmatched_in_cached_source,available,,,,,,,,,,
2026-211-artem-prima,Artem Prima,false,not_eligible,available,,,,,,,,,,
2026-212-ryan-cameron,Ryan Cameron,true,matched,available,usntdp,Ryan Cameron,10710,https://ushl.com/ht/#/player/10710/85/Ryan%20Cameron,NTDP,1,,,,true
2026-212-ryan-cameron,Ryan Cameron,true,matched,available,ushl_club,Ryan Cameron,10710,https://ushl.com/ht/#/player/10710/90/Ryan%20Cameron,CR,2,,,,false
2026-212-ryan-cameron,Ryan Cameron,true,matched,available,ushl_club,Ryan Cameron,10710,https://ushl.com/ht/#/player/10710/88/Ryan%20Cameron,CR,40,,,,true
2026-213-max-laatikainen,Max Laatikainen,false,not_eligible,available,,,,,,,,,,
2026-214-ondrej-ruml,Ondrej Ruml,false,not_eligible,available,,,,,,,,,,
2026-215-alexandre-raymond,Alexandre Raymond,false,not_eligible,available,,,,,,,,,,
2026-216-cullen-mccrate,Cullen McCrate,true,matched,available,ushl_club,Cullen McCrate,10331,https://ushl.com/ht/#/player/10331/82/Cullen%20McCrate,DBQ,3,0,0,0,true
2026-216-cullen-mccrate,Cullen McCrate,true,matched,available,ushl_club,Cullen McCrate,10331,https://ushl.com/ht/#/player/10331/87/Cullen%20McCrate,FGO,2,0,0,0,false
2026-216-cullen-mccrate,Cullen McCrate,true,matched,available,ushl_club,Cullen McCrate,10331,https://ushl.com/ht/#/player/10331/85/Cullen%20McCrate,FGO,47,2,3,5,true
2026-216-cullen-mccrate,Cullen McCrate,true,matched,available,ushl_club,Cullen McCrate,10331,https://ushl.com/ht/#/player/10331/90/Cullen%20McCrate,FGO,9,1,3,4,false
2026-216-cullen-mccrate,Cullen McCrate,true,matched,available,ushl_club,Cullen McCrate,10331,https://ushl.com/ht/#/player/10331/88/Cullen%20McCrate,FGO,61,10,20,30,true
2026-217-louis-antoine-denault,Louis-Antoine Denault,false,not_eligible,available,,,,,,,,,,
2026-218-max-vilen,Max Vilen,false,not_eligible,available,,,,,,,,,,
2026-219-mikhail-cherepanov,Mikhail Cherepanov,false,not_eligible,available,,,,,,,,,,
2026-220-john-parsons,John Parsons,false,not_eligible,available,,,,,,,,,,
2026-221-jean-samuel-daigneault,Jean-Samuel Daigneault,true,matched,available,ushl_club,Jean-Samuel Daigneault,11010,https://ushl.com/ht/#/player/11010/90/Jean-Samuel%20Daigneault,MKG,12,0,0,0,false
2026-221-jean-samuel-daigneault,Jean-Samuel Daigneault,true,matched,available,ushl_club,Jean-Samuel Daigneault,11010,https://ushl.com/ht/#/player/11010/88/Jean-Samuel%20Daigneault,MKG,47,0,5,5,true
2026-222-quinn-mckenzie,Quinn McKenzie,false,not_eligible,available,,,,,,,,,,
2026-223-lucas-ambrosio,Lucas Ambrosio,false,not_eligible,available,,,,,,,,,,
2026-224-tyler-deakos,Tyler Deakos,true,matched,available,ushl_club,Tyler Deakos,11091,https://ushl.com/ht/#/player/11091/88/Tyler%20Deakos,WAT,19,7,10,17,true
